Item_identifier,'OUT010', 'OUT013', 'OUT017', 'OUT018', 'OUT019', 'OUT027', 'OUT035', 'OUT045', 'OUT046', 'OUT049'
'DRA12', 0.0, 0.0, 0.0, 0.0, 0.0, 0.4432322263517564, 0.0, 0.0, 0.27394796786956005, 0.2828198057786836
'DRA24', 0.0, 0.0, 0.0, 0.31136454051186846, 0.0, 0.0, 0.0, 0.338416655615966, 0.35021880387216553, 0.0
'DRA59', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5174389216512216, 0.4825610783487784, 0.0, 0.0
'DRB01', 0.0, 0.0, 0.23613664215686275, 0.20833333333333331, 0.08632046568627451, 0.0, 0.24241727941176472, 0.0, 0.22679227941176472, 0.0
'DRB13', 0.0, 0.0, 0.0, 0.20803001876172608, 0.0, 0.3386866791744841, 0.0, 0.2249906191369606, 0.22829268292682928, 0.0
'DRB24', 0.0, 0.22777222777222778, 0.0, 0.19634910544001455, 0.0, 0.35319226228317135, 0.0, 0.0, 0.22268640450458632, 0.0
'DRB25', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31953125, 0.3318359375, 0.3486328125
'DRB48', 0.0, 0.0, 0.0, 0.39353612167300384, 0.0, 0.0, 0.0, 0.6064638783269962, 0.0, 0.0
'DRC01', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.521047227926078, 0.0, 0.0, 0.478952772073922
'DRC12', 0.0, 0.2288474601856744, 0.0, 0.2083176088761416, 0.0, 0.33911993357989284, 0.0, 0.2237149973582912, 0.0, 0.0
'DRC13', 0.0, 0.21449156031288594, 0.0, 0.0, 0.0, 0.35909839440098806, 0.0, 0.0, 0.20543433511733222, 0.2209757101687937
'DRC24', 0.0, 0.14664920842756815, 0.0, 0.0, 0.03136531365313653, 0.23217474110224973, 0.15266039757171765, 0.14284013807880014, 0.14486370670158313, 0.14944649446494465
'DRC25', 0.0, 0.0, 0.32959389724029614, 0.0, 0.0, 0.0, 0.3390172761947498, 0.0, 0.0, 0.33138882656495394
'DRC27', 0.0, 0.2600783688649797, 0.0, 0.0, 0.1306369130636913, 0.3541874211330278, 0.0, 0.0, 0.2550972969383011, 0.0
'DRC36', 0.08940797422472815, 0.0, 0.0, 0.25211437776882806, 0.09333467579540877, 0.0, 0.0, 0.2738622633910592, 0.0, 0.2912807088199758
'DRC49', 0.0, 0.19991412623443539, 0.20498067840274795, 0.1712322885358523, 0.0322026620867325, 0.0, 0.0, 0.19029626449119794, 0.0, 0.2013739802490339
'DRD01', 0.0, 0.23128934483562605, 0.0, 0.0, 0.0, 0.5514105852179996, 0.0, 0.0, 0.21730006994637446, 0.0
'DRD12', '0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0\n'
'DRD13', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
'DRD15', 0.0, 0.0, 0.30670482420278006, 0.27555192150449714, 0.0, 0.41774325429272285, 0.0, 0.0, 0.0, 0.0
'DRD24', 0.0, 0.0, 0.0, 0.0, 0.07672064777327936, 0.0, 0.48603238866396764, 0.4372469635627531, 0.0, 0.0
'DRD25', 0.0, 0.49229104679469843, 0.5077089532053016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRD27', 0.0, 0.0, 0.0, 0.173890608875129, 0.0, 0.3943498452012384, 0.22561919504643965, 0.0, 0.20614035087719298, 0.0
'DRD37', 0.0, 0.0, 0.0, 0.0, 0.0, 0.7011385199240987, 0.2988614800759013, 0.0, 0.0, 0.0
'DRD49', 0.0, 0.23106928363568818, 0.0, 0.2131756547582193, 0.0, 0.32053742802303264, 0.0, 0.0, 0.0, 0.23521763358305986
'DRD60', 0.0, 0.0, 0.29307616221562804, 0.0, 0.0, 0.4297725024727992, 0.0, 0.2771513353115727, 0.0, 0.0
'DRE01', 0.0, 0.13621714531261192, 0.1393325216643988, 0.12468667191864215, 0.0, 0.18724486141946575, 0.14126620353792166, 0.13270787080140373, 0.0, 0.13854472534555615
'DRE03', 0.0, 0.2686862034902865, 0.0, 0.0, 0.0, 0.7313137965097135, 0.0, 0.0, 0.0, 0.0
'DRE12', 0.0, 0.0, 0.5575144508670521, 0.44248554913294796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRE13', 0.0, 0.0, 0.36987679155142067, 0.27558461151621827, 0.0, 0.0, 0.0, 0.0, 0.35453859693236106, 0.0
'DRE15', 0.0, 0.3177476118652589, 0.0, 0.0, 0.0, 0.0, 0.340623428858723, 0.0, 0.0, 0.3416289592760181
