Item_identifier,'OUT010', 'OUT013', 'OUT017', 'OUT018', 'OUT019', 'OUT027', 'OUT035', 'OUT045', 'OUT046', 'OUT049'
'DRA12', 0.0, 0.0, 0.0, 0.0, 0.0, 0.42299738922932345, 0.0, 0.0, 0.2898091737993133, 0.28719343697136324
'DRA24', 0.0, 0.0, 0.0, 0.33277570098685716, 0.0, 0.0, 0.0, 0.3334829230187936, 0.3337413759943493, 0.0
'DRA59', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0
'DRB01', 0.0, 0.0, 0.24027269787931965, 0.23989807622776407, 0.038938693211848605, 0.0, 0.24044526634053381, 0.0, 0.24044526634053381, 0.0
'DRB13', 0.0, 0.0, 0.0, 0.21238335438826886, 0.0, 0.36172747741570055, 0.0, 0.21286814110662153, 0.21302102708940904, 0.0
'DRB24', 0.0, 0.21561272747287902, 0.0, 0.2151958774093782, 0.0, 0.35399551770836457, 0.0, 0.0, 0.2151958774093782, 0.0
'DRB25', 0.0, 0.0, 0.0, 0.0, 0.0509336201902315, 0.0, 0.0, 0.3168068685498522, 0.3168068685498522, 0.315452642710064
'DRB48', 0.0, 0.0, 0.0, 0.4988029681257182, 0.0, 0.0, 0.0, 0.5011970318742818, 0.0, 0.0
'DRC01', 0.08007549079547717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46072174437047325, 0.0, 0.0, 0.4592027648340496
'DRC12', 0.0, 0.2054592460229757, 0.0, 0.20509363934350291, 0.0, 0.3838856715735178, 0.0, 0.20556144306000362, 0.0, 0.0
'DRC13', 0.0, 0.22328793793611115, 0.0, 0.0, 0.0, 0.33070611457934285, 0.0, 0.0, 0.2227180095484348, 0.22328793793611115
'DRC24', 0.0, 0.14726092088254164, 0.0, 0.0, 0.02159044306661759, 0.24224305109180513, 0.14726092088254164, 0.14754617599504688, 0.14726092088254164, 0.14683756719890542
'DRC25', 0.0, 0.0, 0.33320099730981795, 0.0, 0.0, 0.0, 0.33320099730981795, 0.0, 0.0, 0.33359800538036405
'DRC27', 0.0, 0.2729689833013714, 0.0, 0.0, 0.0402408555296081, 0.4134893029782065, 0.0, 0.0, 0.27330085819081407, 0.0
'DRC36', 0.04545787646620589, 0.0, 0.0, 0.3025780916720853, 0.04532331807315524, 0.0, 0.0, 0.30332035689427683, 0.0, 0.30332035689427683
'DRC49', 0.0, 0.20243014657053762, 0.2015351195153264, 0.20039336653588838, 0.02753495064306805, 0.0, 0.0, 0.2015351195153264, 0.0, 0.16657129721985311
'DRD01', 0.0, 0.30875959926640856, 0.0, 0.0, 0.03971592138687059, 0.3588488183891402, 0.0, 0.0, 0.29267566095758074, 0.0
'DRD12', 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRD13', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
'DRD15', 0.0, 0.0, 0.28719352965371453, 0.2713784311123284, 0.0, 0.44142803923395707, 0.0, 0.0, 0.0, 0.0
'DRD24', 0.0, 0.0, 0.0, 0.0, 0.06843865953662184, 0.0, 0.46642451607160446, 0.4651368243917736, 0.0, 0.0
'DRD25', 0.0, 0.5090500169556558, 0.49094998304434434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRD27', 0.0, 0.0, 0.0, 0.20753811893397262, 0.0, 0.3806977021915775, 0.2058820894372249, 0.0, 0.2058820894372249, 0.0
'DRD37', 0.0, 0.0, 0.0, 0.0, 0.0, 0.5786177786573575, 0.42138222134264264, 0.0, 0.0, 0.0
'DRD49', 0.0, 0.22341962145817246, 0.0, 0.21250027257736567, 0.0, 0.34117192606597274, 0.0, 0.0, 0.0, 0.22290817989848907
'DRD60', 0.0, 0.0, 0.2710834721888825, 0.0, 0.0, 0.45390291251710324, 0.0, 0.2750136152940142, 0.0, 0.0
'DRE01', 0.0, 0.133829154730617, 0.13423078004644812, 0.12688874358038296, 0.0, 0.2029494517944605, 0.13442112747318677, 0.1341558236503375, 0.0, 0.13352491872456715
'DRE03', 0.0, 0.43135718348017804, 0.0, 0.0, 0.0, 0.568642816519822, 0.0, 0.0, 0.0, 0.0
'DRE12', 0.0, 0.0, 0.5006955906463999, 0.4993044093536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRE13', 0.04392551746624673, 0.0, 0.30034490036260064, 0.3054225179349751, 0.04295535946933453, 0.0, 0.0, 0.0, 0.3073517047668431, 0.0
'DRE15', 0.043270768458639614, 0.3305293117332992, 0.0, 0.0, 0.0, 0.0, 0.2877025108941693, 0.0, 0.0, 0.33849740891389196
'DRE25', 0.0, 0.31819790176435586, 0.0, 0.31835869025444924, 0.04978686465089413, 0.0, 0.0, 0.31365654333030074, 0.0, 0.0
'DRE27', 0.0, 0.0, 0.25945594785691267, 0.25945594785691267, 0.0, 0.48108810428617466, 0.0, 0.0, 0.0, 0.0
'DRE37', 0.0, 0.2142996883976971, 0.21440628273995324, 0.0, 0.0, 0.3568877461223964, 0.0, 0.21440628273995324, 0.0, 0.0
'DRE48', 0.1390366014545683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8609633985454317
'DRE60', 0.0, 0.0, 0.0, 0.27065962417131717, 0.0, 0.44436777679305184, 0.0, 0.0, 0.2849725990356309, 0.0
'DRF01', 0.12910884925150082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8708911507484992, 0.0, 0.0
'DRF03', 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRF13', 0.0, 0.0, 0.0, 0.0, 0.052345545255048136, 0.5888250436358035, 0.3588294111091484, 0.0, 0.0, 0.0
'DRF15', 0.025700988651205982, 0.0, 0.1725718469201848, 0.0, 0.0, 0.2835140743795502, 0.1725718469201848, 0.1730693962086894, 0.0, 0.1725718469201848
'DRF23', 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRF25', 0.0, 0.0, 0.5003851059940663, 0.49961489400593373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRF27', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
'DRF36', 0.0, 0.33322283490260224, 0.3333885825486989, 0.0, 0.0, 0.0, 0.3333885825486989, 0.0, 0.0, 0.0
'DRF37', 0.0, 0.0, 0.0, 0.0, 0.0, 0.4185064885626453, 0.0, 0.0, 0.29131100618143374, 0.29018250525592093
'DRF48', 0.02036132592167926, 0.12781670350992078, 0.1278803262235931, 0.12758909107976407, 0.0, 0.212619728490604, 0.1278803262235931, 0.0, 0.12797217232725258, 0.1278803262235931
'DRF49', 0.0, 0.2835429926247957, 0.2854848152232463, 0.0, 0.0, 0.4309721921519579, 0.0, 0.0, 0.0, 0.0
'DRF51', 0.041286149438859054, 0.22587465239764112, 0.21081987779353004, 0.0, 0.0, 0.30976018361337937, 0.2122591367565905, 0.0, 0.0, 0.0
'DRF60', 0.0, 0.2216777080515834, 0.0, 0.0, 0.0, 0.33458230545231576, 0.22265404466536604, 0.0, 0.2210859418307348, 0.0
'DRG01', 0.0, 0.0, 0.2628795112047261, 0.2561271815933525, 0.0, 0.0, 0.0, 0.22961065080279333, 0.0, 0.25138265639912805
'DRG03', 0.0, 0.0, 0.24921902584411548, 0.0, 0.0, 0.0, 0.2504217071282566, 0.24993755989937136, 0.0, 0.2504217071282566
'DRG11', 0.0, 0.0, 0.2090246445322556, 0.0, 0.0, 0.3765109929241943, 0.2079879060041822, 0.0, 0.0, 0.20647645653936783
'DRG13', 0.06951506353182237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4652424682340888, 0.4652424682340888
'DRG15', 0.0, 0.0, 0.0, 0.42700908069095583, 0.0, 0.5729909193090442, 0.0, 0.0, 0.0, 0.0
'DRG23', 0.12788718263604085, 0.0, 0.8721128173639592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'DRG25', 0.0, 0.0, 0.15011701835215138, 0.14977539154680422, 0.0, 0.24975653504459006, 0.0, 0.15011701835215138, 0.15011701835215138, 0.15011701835215138
'DRG27', 0.0, 0.23578121898024237, 0.22019602253246187, 0.0, 0.0, 0.323163869452707, 0.22085888903458875, 0.0, 0.0, 0.0
'DRG36', 0.0, 0.0, 0.338250956032166, 0.3273446419906244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33440440197720955
'DRG37', 0.05302140814912618, 0.0, 0.35773559300137353, 0.0, 0.0, 0.5892429988495003, 0.0, 0.0, 0.0, 0.0
'DRG39', 0.0, 0.1751723937572593, 0.18343356106969877, 0.0, 0.0, 0.26243308896116735, 0.1829077169045306, 0.19605323930734408, 0.0, 0.0
'DRG48', 0.04530087093357158, 0.30200039978118565, 0.3037210648022002, 0.0, 0.0442464569851171, 0.0, 0.3047312074979256, 0.0, 0.0, 0.0
'DRG49', 0.0, 0.24098719235441177, 0.0, 0.0, 0.0354318540648485, 0.0, 0.24205392512317522, 0.0, 0.24108808753704725, 0.24043894092051735
'DRG51', 0.0, 0.21351258116942134, 0.0, 0.21588181651652646, 0.0, 0.35427100321422456, 0.21633459909982766, 0.0, 0.0, 0.0
'DRH01', 0.0, 0.2500527483165913, 0.0, 0.2495742574903378, 0.0, 0.0, 0.25018649709653545, 0.0, 0.0, 0.25018649709653545
'DRH03', 0.0, 0.20691752488789136, 0.20418854485470725, 0.0, 0.0, 0.38256990075511016, 0.0, 0.20632402950229134, 0.0, 0.0
'DRH11', 0.032176397554814905, 0.0, 0.22884867183968763, 0.23736998343100985, 0.03210067144144204, 0.0, 0.23017518848162144, 0.0, 0.23932908725142416, 0.0
'DRH13', 0.0, 0.0, 0.2078941328332669, 0.0, 0.0, 0.37679209840935257, 0.20893040393868553, 0.0, 0.0, 0.20638336481869507
'DRH15', 0.0, 0.0, 0.1781586970253784, 0.0, 0.0, 0.27051158438704254, 0.1809537779781287, 0.17657319517421552, 0.0, 0.19380274543523496
'DRH23', 0.03077804150669933, 0.0, 0.0, 0.22758973175409566, 0.0, 0.2940164519799007, 0.2194195200397499, 0.0, 0.22819625471955435, 0.0
'DRH25', 0.0, 0.0, 0.0, 0.3284736712668996, 0.0, 0.0, 0.0, 0.0, 0.3433989401183873, 0.32812738861471313
'DRH36', 0.0, 0.0, 0.0, 0.3030221837979945, 0.0, 0.40206470635555625, 0.0, 0.0, 0.0, 0.2949131098464493
'DRH37', 0.03935784350548518, 0.0, 0.0, 0.2655844696207621, 0.0, 0.43368422545682744, 0.0, 0.0, 0.2613734614169252, 0.0
'DRH39', 0.04245978489857856, 0.0, 0.0, 0.3176588743203319, 0.0, 0.0, 0.3412685044515038, 0.2986128363295859, 0.0, 0.0
'DRH49', 0.02165953455009801, 0.0, 0.17382244751591383, 0.0, 0.0, 0.29515743195324856, 0.17372270653474672, 0.17423483213127686, 0.0, 0.16140304731471594
'DRH51', 0.0, 0.0, 0.2474729832466548, 0.25394604100111895, 0.0, 0.0, 0.0, 0.2502916460718784, 0.24828932968034786, 0.0
'DRH59', 0.0, 0.17593953803423829, 0.15177337466743146, 0.15950615127412143, 0.0, 0.20268455817578723, 0.15692122455132124, 0.15317515329710024, 0.0, 0.0
'DRI01', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49737556254653864, 0.0, 0.0, 0.5026244374534613
'DRI03', 0.12981800968338716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8701819903166128, 0.0, 0.0
'DRI11', 0.0, 0.3341360791759424, 0.3349226638095708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3309412570144867, 0.0
'DRI13', 0.0, 0.0, 0.0, 0.0, 0.0, 0.34629028236622944, 0.21842192492112844, 0.2179690521919097, 0.0, 0.2173187405207325
'DRI23', 0.0, 0.5015548945943792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49844510540562087, 0.0
'DRI25', 0.0, 0.0, 0.0, 0.5104898520834363, 0.0, 0.0, 0.4895101479165636, 0.0, 0.0, 0.0
'DRI37', 0.0, 0.3491314333686985, 0.0, 0.0, 0.0, 0.0, 0.33764903843106137, 0.31321952820024, 0.0, 0.0
'DRI39', 0.0, 0.26317002214762625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2415721993932072, 0.24994207020690373, 0.24531570825226293
'DRI47', 0.0, 0.0, 0.26569245659137297, 0.0, 0.03940747478979199, 0.43327231046162074, 0.0, 0.26162775815721434, 0.0, 0.0
'DRI49', 0.0, 0.2195986265471459, 0.21724726130809804, 0.0, 0.0, 0.35181678076250733, 0.0, 0.0, 0.0, 0.21133733138224864
'DRI51', 0.0, 0.3270942334517081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.336452883274146, 0.336452883274146
'DRI59', 0.0, 0.16788581896152685, 0.0, 0.15851023889486968, 0.0, 0.0, 0.16881166101766326, 0.1676766591609837, 0.16877428187362084, 0.16834134009133575
'DRJ01', 0.0, 0.33402310735385726, 0.3319537852922855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33402310735385726
'DRJ11', 0.0, 0.0, 0.0, 0.0, 0.0, 0.6502378304912989, 0.0, 0.0, 0.34976216950870115, 0.0
'DRJ13', 0.0, 0.0, 0.0, 0.0, 0.0, 0.4516566132468541, 0.0, 0.0, 0.2747414090258869, 0.273601977727259
'DRJ23', 0.0, 0.0, 0.0, 0.24948310071146795, 0.0, 0.0, 0.25023216394750986, 0.0, 0.25023216394750986, 0.25005257139351234
'DRJ24', 0.0, 0.0, 0.0, 0.0, 0.0, 0.6243774220678244, 0.0, 0.0, 0.3756225779321757, 0.0
'DRJ25', 0.03751055313475254, 0.22975718730757144, 0.0, 0.0, 0.0, 0.3007175746129085, 0.21539439473052516, 0.0, 0.21662029021424245, 0.0
'DRJ35', 0.0, 0.0, 0.0, 0.1842486459321307, 0.0, 0.2511152986675281, 0.18854479920944953, 0.1879054201712516, 0.0, 0.18818583601964015
'DRJ37', 0.0, 0.19989566650829316, 0.0, 0.20047199427218593, 0.0, 0.0, 0.1995801724736674, 0.20047199427218593, 0.0, 0.1995801724736674
